Journal,Title,Abstract,Authors,Tax_Title_Count,Tax_Title_Binary,Tax_Abstract_Count,Tax_Abstract_Binary,Tax_Total_Count,Tax_Total_Binary,Retirement_Title_Count,Retirement_Title_Binary,Retirement_Abstract_Count,Retirement_Abstract_Binary,Retirement_Total_Count,Retirmement_Total_Binary,Client_Title_Count,Client_Title_Binary,Client_Abstract_Count,Client_Abstract_Binary,Client_Total_Count,Client_Total_Binary,CFP_Count,CFP_Binary,PhD_Count,PhD_Binary,CFA_Count,CFA_Binary,JD_Count,JD_Binary,CPA_Count,CPA_Binary,CLU_Count,CLU_Binary,ChFC_Count,ChFC_Binary,LLM_Count,LLM_Binary,AIF_Count,AIF_Binary,CRC_Count,CRC_Binary,pubdate,year
JFP,My Career Path: Featuring TJ Burkett,"Burkett shares his career path. He joined the financial services industry in his mid-30s. His communications degree helped him get a job at a harness racing magazine based in Lexington KY, and then as the assistant editor of Hoof Beats Magazine, the official publication of the US Trotting Association. For 10 years, he worked his ""dream job."" Over the years, though, he recognized that the permanence of that dream job was threatened. He says that fewer horses are being bred for harness racing every year, with fewer races and fewer bets being placed.","Burkett, T J, CFP®",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21-Dec,2021
JFP,Evolving Client-Adviser Conversations and The Future of Advice,"Balmuth et discuss client-adviser conversations and the future of advice. Client-adviser conversations have traditionally focused on concrete information about finances, but expanding that relationship and involving a broader range of topics may address the client's financial situation more comprehensively. A strategy coined ""longevity planning"" incorporates topics such as eldercare, health, housing, home modification, encore careers, later-life entrepreneurship, and transportation into conversations between clients and advisers, with the understanding that all these topics are intimately connected to the client's finances and their well-being in retirement. They provide insights into how the financial advice industry might need to evolve to achieve the types of personalized, humanistic client-adviser relationships that are favored by clients and conducive to successful planning.","Balmuth, Alexa;Cerino, Lauren;Miller, Julie, PhD;Felts, Adam;Coughlin, Joseph F, PhD",0,0,0,0,0,0,0,0,1,1,1,1,1,1,7,1,8,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21-Dec,2021
JFP,Thomas Warschauer on the Future of Financial Planning,"An interview with Thomas Warschauer, Professor Emeritus, Fowler College of Business, Finance Department, San Diego State University, is presented. Warschauer talks about the most significant issues the financial planning profession is facing, changes in financial planning, and shift toward the advice and education component.",Anonymous,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21-Dec,2021
JFP,The Role of Qualitative Data Gathering in Developing Client Trust and Commitment,"In 2006, Life Planning Consortium members developed and conducted the ""Survey of Specific Elements of Communication that Affect Trust and Commitment in the Financial Planning Process."" This study was among the first to provide empirical support for the critical role communication plays in effective planner-client relationships in financial planning. In consideration of changes, the MQ Research Consortium (MQRC)3 conducted a 2021 study, ""Developing and Maintaining Trust and Commitment in a Rapidly Changing Environment,"" to evaluate the persistence of findings from the 2006 study, and gain insight into the development of successful client-planner relationships in the context of current demographic, economic, and cultural issues. Here, Anderson and Sharpe provide an overview of one segment of the 2021 study--an analysis of the effectiveness of qualitative data gathering designed to learn about clients' cultural values, personality types and traits, money attitudes and traits, and family history and family values.","Anderson, Carol;Sharpe, Deanna L, PhD CFP®",0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,4,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21-Dec,2021
JFP,"What's Your Morning Routine, and How Do You Organize Your Day?","Yerger et al share their morning routine, and how they organize their day. Yerger is up at 6:00, walk to the YMCA to lift, walk back by 7:00, do an hour of low-intensity cardio (3-4mph) on a walking desk while getting organized for the day, breakfast, shower, and travel to the office (or work from home) from 8:00 to 9:00. Roberson organize his week, starting on Sundays, where he takes 30 minutes and determine his must to-dos for the week.",Anonymous,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21-Dec,2021
JFP,Evaluating Operational Efficiency Needs for 2022,"Spiller discusses the evaluation of operational efficiency needs for 2022. Having a strong client service and financial advice team is critical to growing a long-lasting practice. However, having a client-service-heavy firm also means that nobody is solely focused on helping the business itself run well. Even the most detailed and high-touch financial planning services fall apart without a back-office staff to focus on the business operation. This can lead to low productivity, a nosedive in profit, and a variety of other problems--including dissatisfied clients. She mentions benefits of having an operations-focused employee on the team.","Spiller, Charesse",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21-Dec,2021
JFP,ENVISIONING AN ADVICE-ONLY PLANNING MODEL,"Garrett discusses advice-only financial planner which is like a bench press spotter in the gym. We educate about proper form and encourage our clients to define personal expectations for growth, stability, and flexibility, but we do not lift the weights for them. He defines the success of a financial planning relationship by clients' level of confidence to implement their own decisions, ultimately understanding the ""why"" behind their actions. Financial planners often want to know the best questions to ask new clients. The best questions stem from a place of authentic curiosity about the families we serve, with active listening being the primary source of our inquiries.","Garrett, Cody",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21-Dec,2021
JFP,Table of Contents,,Anonymous,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21-Dec,2021
JFP,Forty Years of Perspective on the Profession,"Mike Harris, is the chair of retirement studies and a professor at the College for Financial Planning. He has been in the profession for over 40 years and has watched it evolve. Here, Harris spoke with Moore about how the life of a financial adviser has changed, how professional designations will impact career, and what it will take for him to thrive through the changes ahead. Mike admits that he thought he could be an expert in every area of financial planning: insurance, taxes, investments, estate planning, retirement planning, you name it.","Moore, Hannah, CFP®",0,0,1,1,1,1,0,0,2,1,2,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21-Dec,2021
JFP,"Inclusive Financial Well-being Empowerment Model for Serving Independent, Neurodivergent Individuals","Financial well-being is understudied in neurodiverse populations. Previous work on the financial lives of individuals with neurodiversity demonstrates that many of these individuals need to acquire basic financial knowledge to help manage and earn money without losing benefits. This study adds to this literature by providing a model of financial empowerment that places a specific emphasis on financial engagement and personhood. Practitioner implications for working with the neurodiverse community, as well as ideas for future research, are addressed. Neurodivergent individuals, depending on the source, constitute somewhere between 20% and 41% of the human population. Autism spectrum disorder is perhaps the most well-known type of neurodiversity; however, the term ""neurodiversity"" also applies to many other groups, including those with attention-deficit/hyperactivity disorder, dyslexia, and dysgraphia. The limited research currently in existence, paired with a wealth of anecdotal reports, suggests that the neurodiverse community is interested in financial empowerment and its many offshoots: education, well-being, and behavior.","Lurtz, Meghaan R, PhD FBS;Komarow, Andrew, CFP® AEP AIF BFA CAP CASL ChFC ChSNC CLU CNP FSCP REBC RHU RICP WMCP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,21-Nov,2021
JFP,United We Plan,"Looking around board rooms and industry conferences, a financial planner is likely to see all White and almost all male faces. The lack of diverse representation is compounded by the fact that as folks get more experienced in our industry, they tend to raise minimums. Kessel and Elliott wrote a paper, ""Two American Financial Plans: The Next 50 Years of the Racial Wealth Gap and What You Can Do About It,"" that outlines many of the issues facing Black households and people of color. We used probability-weighted national data to create two households that are typical of their respective race. Here, Kessel and Elliott goal for this paper was to see the advice that financial planners can give their Black clients to help them narrow the racial wealth gap as much as possible, and even see if there is a level of financial planning and personal achievement that can eliminate it entirely.","Kessel, Brent, CFP®;Elliott, Kamila, CFP®",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21-Nov,2021
JFP,Are You Cut Out to Be an Owner?,"Starting off in financial planning, no one expects you to know exactly where you'll be in 10 or 15 years. This is the time of your career to really dig into the areas you love most, and you may not even know where or what that means yet! As you begin your career journey, it's unlikely you already know that you want to run your own practice. Building a financial planning firm can be a deeply personal journey. As you set your sights on that next level of your career, it's exceptionally important to engage with your leadership team in ways that honor and respect the sacrifices of the leaders before you. Just as you want to be appreciated and welcomed among their ranks, don't forget to show gratitude for opportunities shared with you. Over the years, we've learned some top qualities and attitudes that make for an excellent junior partner or successor.","Sjölin, Christine, SHRM-SCP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21-Nov,2021
JFP,Housing Considerations for Women in Retirement: Part Two,"In May 2021, Capital Caring Health surveyed a group of adults over age 50 across all races, income, and health status categories. Ninety percent of respondents wanted to age in place. A 2018 study conducted for AARP by NORC at the University of Chicago indicated 77% of this same age group wanted to remain in their own communities for as long as possible. However, just 59% of those surveyed thought they would be able to do so. There are many reasons people choose to move to another area when they retire. They might prefer a better climate (warmer or cooler), one with lower living costs (including taxes), access to quality healthcare, being nearer to family members and friends, or some combination of these factors. According to a 2018 study by Aegon Center for Longevity &amp; Retirement, 12% of retirees have considered retiring outside the US. There are several places where living costs are considerably less than in the US.","Armstrong, Alexandra, CFP® CRPC",0,0,1,1,1,1,1,1,1,1,2,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21-Nov,2021
JFP,The Sustainability of (Global) Withdrawal Strategies,"The sustainability of a withdrawal strategy is arguably the most important financial issue that retirees have to deal with. If the withdrawals needed to sustain a desired lifestyle and bequest are not consistent with a retiree's portfolio and its expected return, given the retiree's life expectancy, then something must adjust. In fact, the most important goal of a financial plan should be to ensure that the withdrawals planned for the retirement years, including a target bequest, are consistent with a portfolio's capacity to satisfy them. To be clear, this article does not aim to develop an optimal withdrawal strategy. Rather, it aims to provide retirees and their advisers with two tools they can use periodically during retirement: One to calculate the sustainability of whatever withdrawal strategy they have chosen to implement; and another to calculate a sustainable level of inflation-adjusted withdrawals, which could be compared to whatever withdrawals they have chosen to make.","Estrada, Javier, PhD",0,0,0,0,0,0,0,0,2,1,2,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21-Nov,2021
JFP,FPA Presents: The Fall Learning Series,"The FPA Fall Learning Series will offer educational content for the FPA members in a mix of live and on-demand sessions starting on Nov 8, 2021. New content themes in a variety of offerings will be available weekly. Each week will include a live, featured educational program, including some of the keynote speakers they had lined up for the conference. There will also be several on-demand webinars, live discussions on that week's topics with participating FPA Knowledge Circles, presentations by some of FPA's most engaged partners, and ample CFP® CE credit. Keynote speakers include Gary Altman, Bridget Grimes, and Lawrence Pon.",Anonymous,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21-Nov,2021
JFP,STAT BANK,Statistics.,Anonymous,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21-Nov,2021
JFP,Credits,,Anonymous,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21-Nov,2021
JFP,"Increasing Diversity Not Just Among Clients but Within the Industry, Too","Cummings explains the importance of increasing diversity in the financial planning profession not just among clients, but within the industry. The ""Two American Financial Plans"" report highlights that Black people only own about 1.5 percent of the US' wealth, even though they make up 13 percent of the population. That's a large discrepancy. To help improve the lives of everyone, financial planners and financial planning firms should make a concentrated effort to better serve and start serving clients that aren't just retired, straight, white men. An entire market of untapped potential exists within the various populaces of women, BIPOC, and LGBTQ+ people. And to more easily relate with potential clients, you should look at increasing the ranks of those very groups within your organization","Cummings, Bridger",0,0,0,0,0,0,0,0,0,1,0,1,1,1,3,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21-Nov,2021
JFP,My Career Path Featuring Christopher Woods,"Here, Christopher Woods, founder of LifePoint Financial Group is profiled. After spending some time with a hybrid RIA at LPL, Woods decided to start his own RIA in 2018. He knew he wanted to pursue a career in finance long before that, though. That fascination led him to economics in college and his interest in financial services deepened. The problem was that he knew he wanted to be in a client-facing role, a role that was hard to come by at the time. After 16 years as a wholesaler, the time was right to make a change. He earned his CFP® certification in 2016, but used his time working in other parts of the industry as a guide for what to do next. Woods encourages new planners to find what they're most interested in and build up their expertise in that area. By building that expertise and not trying to be all things to some people, they can extend their reach.","Woods, Christopher, CFP®, CKA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21-Nov,2021
JFP,C.W. Copeland on Increasing Opportunities for Black Planners,"An interview with C W Copeland, assistant professor at American College for Financial Services; financial planner at Innovation Partners LLC; author, Overcoming Obstacles: Experiences of Black Financial Services Professionals, about writing his book and how he got started with the process and what advice or encouragement would he offer Black students or young people who are thinking about planning as a career is presented. He said initially, he was looking at it from a standpoint of empirical research. What he was curious about was whether, specifically African Americans, their ability to transfer wealth was impeded by their ability to grow their practices. If he can't build wealth, then he also can't transfer wealth. He talked to advisers to find out what they've experienced. He added that a lot of planners have an entrepreneurial mindset and want to start out doing it themselves, and there's nothing wrong with starting out independent, but if you're starving, then you can't stay in the business.",Anonymous,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21-Nov,2021
JFP,Inching Toward Inclusivity,"Andrus discusses the efforts in achieving inclusivity in the financial planning profession. The CFP Board reported that as of Dec 2020, just over 4 percent of CFP® professionals were Black, Latino, or biracial, and less than 24 percent were women. The financial planning industry has taken steps to increase representation of women, people of color, and members of the LGBTQ+ community, but progress has been incremental. It's something that will take a concerted effort to reverse, according to Corinne Low, assistant professor of business economics and public policy at the Wharton School at the University of Pennsylvania. It's better for the industry as increased diversity opens the door to more creativity and innovation. And it's better for communities around the country as access to financial planning gives more people a stronger foundation on which to build their lives.","Andrus, Danielle",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21-Nov,2021
JFP,Table of Contents,,Anonymous,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21-Nov,2021
JFP,The Next Generation Within a Firm,"Succession planning within a firm is complicated, with a lot riding on it for both generations. To give us a glimpse into what makes or breaks a succession plan, Hannah Moore, CFP®, sat down with two young planners who are in the thick of it. Kevin Cassidy, CFP®, is the NexGen director at FPA Houston and is in the midst of succession at Veritas Wealth Management. Brooklyn Brock, CFP®, CEPA, ChFC, CKA, is the founder of Ellevate, a financial planning firm for advisers that specializes in exit coaching. Together, Kevin and Brooklyn share what they've learned about the pitfalls that crop up and approaches that work when you're taking the reins of an established company. Cassidy, CFP®, is living the ""dream succession plan."" After leaving a career in chemical engineering, he earned his CFP® certification and started working as a planner. Brooklyn worked for 12 years at her family's financial planning firm.",Anonymous,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21-Nov,2021
JFP,"Support LGBTQ+ People Every Month, Not Just During Pride Month","Cummings explains that the LGBTQ+ people should be supported every month, not just during pride month. Members of the LGBTQ+ community still face many struggles, and some of these are ones that even allies wouldn't think of at first. Some companies have yet to allow same-sex spouses to continue receiving the company's pension plan after the retired employee passes away. The finance industry in general has a reputation for being very suit-and-tie, and also very conservative. This can make LGBTQ+ people feel like they might be walking into a hostile environment when reaching out to a financial planner. Creating an inviting and safe space for everyone at all times will help signal that you really do have your clients' best interests in mind. As a financial planner, you can better serve your clients and your community by keeping some of these issues in mind every month - not just during Pride Month.","Cummings, Bridger",0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21-Nov,2021
JFP,How Planners' Bias Hurts Hiring Efforts,"The number of Certified Financial Planner™ hit an all-time high last year, and as the financial planner ranks have swelled, so has representation of women and people of color. However, the starting place is so low that despite the share of Black and Latino CFP® practitioners increasing at five times the overall rate in 2020, they still account for just 4% of CFP® professionals, according to the CFP Board. The report, written by Judd Kessler, Corinne Low, and Colin Sullivan, and published in American Economic Review, created an experimental tool for measuring how interested an employer was in hiring a candidate. Unlike the ""resume audit"" method, which sends identical resumes with randomly assigned names to employers, the incentivized resume rating method asks employers to rate resumes with randomly assigned characteristics such as university, GPA, and internships, and a name that suggests the hypothetical applicant's race and gender.","Andrus, Danielle",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21-Nov,2021
JFP,How to Avoid Behavioral Biases as an Adviser,"Now that behavioral finance has gained traction across the investment industry, advisers have begun to incorporate psychological insights into helping clients avoid some of their worst counterproductive behaviors. Both advisers and clients increasingly acknowledge the benefit of paying attention to how our brains are wired, an approach rarely seen 30 years ago. It's not that behavioral finance has replaced modern portfolio theory but that it has expanded our knowledge of how investors reach decisions, complementing the traditional view of the rational actor who always carefully chooses to maximize risk-adjusted return. We'll focus not on just the behavioral bias as it manifests in investors but also on the interaction of an investor's blind spots with potential biases we may exhibit as advisers.","Geddes, Patrick",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21-Nov,2021
JFP,"If You Went Back in Time to When You First Started Being a Financial Planner, What Advice Would You Give to Yourself?",,Anonymous,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21-Nov,2021
JFP,"Implementing Advice Based on ""A Comparison of the Tax Efficiency of Decumulation Strategies"" by Geisler, Harden, and Hulse","""A Comparison of the Tax Efficiency of Decumulation Strategies"" by Geisler, Harden, and Hulse was published in the March 2021 issue of the Journal of Financial Planning, and the research is invaluable to our profession. Here, Sestok seeks to put that research in motion to better serve their clients. To be concise here, it is assumed you have read the research. It is clear that the ""conventional wisdom"" of decumulating taxable accounts first, tax-deferred accounts second, and tax-exempt accounts last is not actually wise for the vast majority of clients. Geisler et al (2021) conclude that client-focused decumulation strategies have better outcomes than prior cookie-cutter approaches. Implementing their scientifically derived thoughts into practice is complex, but when done well, it positions holistic financial planners as extremely valuable to retiring Americans. Finally, this paper is an ongoing development of considerations for decumulation planning.","Sestok, Byrke, CFP®",1,1,4,1,5,1,0,0,0,0,0,0,0,0,3,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21-Nov,2021
